specimen_id,order,family,genus,species ,synonym,life_stage,lens,volume_mm3,area_mm2,breadth_mm,length_mm,width_mm,thickness_mm,flatness,anisotropy,elongation,sphericity ,eye_diameter_mm,axial_length_mm,lens_to_retina_mm,lens_diameter_mm,lens_depth_mm,sv_length_mm,stain,scan_type,adult_ecology,adult_ecology_2,ae_certainty,ae_source,activity_period,ap_source,ap_certainty ,comments,scan_source,scan_technician
MVZ264264,anura,hylidae,ptychohyla,hypomykter,hyla_hypomykter,adult,right,8.55665,21.3129,2.72387,2.80544,2.45223,2.42126,0.810338,0.194393,0.994161,0.949243,4.5,4.2,3.7,2.3,2.09,39.1,unstained,micro_ct,scansorial,terrestrial ,certain,IUCN (2020),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
MVZ264264,anura,hylidae,ptychohyla,hypomykter,hyla_hypomykter,adult,left,8.50982,21.8869,2.73526,2.78734,2.42654,2.43492,0.803355,0.206396,0.987862,0.920973,4.5,4.2,3.6,2.44,2.22,39.1,unstained,micro_ct,scansorial,terrestrial ,certain,IUCN (2020),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
USNM205280,anura,ranidae,rana,pretiosa,rana_pretiosa,adult,left,22.6051,40.597,3.73871,3.88284,3.2585,,0.752892,0.282449,0.95306,0.952347,,,,,,91.35,unstained,micro_ct,semi-aquatic,semi-aquatic,somewhat certain,AmphibiaWeb (2020),cathemeral,McAllister & Leonard (1997),somewhat certain,,NMNH,Dr_Molly_Womack
USNM205280,anura,ranidae,rana,pretiosa,rana_pretiosa,adult,right,22.2458,39.9563,3.77601,3.82362,3.30785,,0.781186,0.246536,0.964513,0.957336,,,,,,91.35,unstained,micro_ct,semi-aquatic,semi-aquatic,somewhat certain,AmphibiaWeb (2020),cathemeral,McAllister & Leonard (1997),somewhat certain,,NMNH,Dr_Molly_Womack
JWS 903,anura,ranidae,rana,temporaria,rana_temporaria,adult,right,12.5982,27.3272,3.0493,3.20667,2.64453,2.63469,0.733633,0.292375,0.964549,0.95814,6.2,5.8,4.6,2.94,2.55,59.62,iodine,dice_ct,semi-aquatic,semi-aquatic,certain,"AmphibiaWeb (2020), IUCN (2020)",cathemeral,"Arnold (2002), AmphiBIO (2017) - cathemeral; Anderson and Wiens (2017) - nocturnal",somewhat certain,"eye pressed against tube, approximate axial length",BMNH,Dr_David_Gower
KU-KUH-328243,anura,rhacophoridae,raorchestes,parvulus,ixalus_parvulus,adult,left,0.455182,2.98579,1.00562,1.06811,0.888089,0.876113,0.726813,0.331814,0.919338,0.958403,1.9,1.6,1.3,1.03,0.83,,unstained,micro_ct,scansorial,terrestrial ,certain,IUCN (2020),unknown,,,,MorphoSource,
KU-KUH-328243,anura,rhacophoridae,raorchestes,parvulus,ixalus_parvulus,adult,right,0.43562,2.87829,1.00601,1.054,0.897765,0.896713,0.780211,0.281509,0.920893,0.965506,1.8,NA,1.1,0.95,0.82,,unstained,micro_ct,scansorial,terrestrial ,certain,IUCN (2020),unknown,,,eye pressed against tube,MorphoSource,
MVZ222030,anura,rhacophoridae,rhacophorus,reinwardtii,Rhacophorus_moschatus,adult,left,87.6311,98.5701,5.89678,6.01534,5.39388,5.37471,0.849419,0.196343,0.946125,0.967932,8.8,8,6.7,5.16,4.62,90.4,unstained,micro_ct,scansorial,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
MVZ222030,anura,rhacophoridae,rhacophorus,reinwardtii,Rhacophorus_moschatus,adult,right,87.4385,99.5558,5.76212,6.01118,5.41627,5.32268,0.812546,0.213438,0.968021,0.956942,8.9,7.9,5.8,5.39,4.55,90.4,unstained,micro_ct,scansorial,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
BMNH1940.4.7.45,anura,bufonidae,rhinella,spinulosa,bufo_spinulosus,adult,left,14.4003,29.9879,3.27337,3.30078,2.71573,2.71727,0.663972,0.342007,0.990996,0.954523,5.9,5.1,4.3,3.3,2.6,44.75,iodine,dice_ct,ground-dwelling,terrestrial ,somewhat certain,Sanabria (2015),diurnal,Sanabria (2015),somewhat certain,,BMNH,Dr_David_Gower
BMNH1940.4.7.45,anura,bufonidae,rhinella,spinulosa,bufo_spinulosus,adult,right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,4.9,NA,NA,NA,44.75,iodine,dice_ct,ground-dwelling,terrestrial ,somewhat certain,Sanabria (2015),diurnal,Sanabria (2015),somewhat certain,lens not developed,BMNH,Dr_David_Gower
USNM568752,anura,bufonidae,rhinella,festae,rhinella_festae,adult,left,1.54727,6.56146,1.48226,1.58697,1.37531,,0.82795,0.243371,0.913858,0.985965,,,,,,,iodine,dice_ct,ground-dwelling,terrestrial ,certain,Cusi et al (2017),nocturnal,AmphibiaWeb (2020),uncertain,,NMNH,Dr_Molly_Womack
USNM568752,anura,bufonidae,rhinella,festae,rhinella_festae,adult,right,1.49305,6.41295,1.47241,1.5486,1.36332,,0.812427,0.245637,0.928529,0.98509,,,,,,,iodine,dice_ct,ground-dwelling,terrestrial ,certain,Cusi et al (2017),nocturnal,AmphibiaWeb (2020),uncertain,,NMNH,Dr_Molly_Womack
MS2_top,anura,bufonidae,rhinella,yunga,rhinella_margaritifera,adult,right,0.0177122,0.335924,0.360396,0.365449,0.299754,0.305513,0.706165,0.353454,0.915573,0.978192,1.23,0.788,0.705,0.371,0.311,,iodine,dice_ct,subfossorial,terrestrial ,somewhat certain,AmphibiaWeb (2020),cathemeral,AmphibiaWeb (2020),somewhat certain,"eyes are sort of squishy, not the most reliable measure",NMNH,Dr_Molly_Womack
MS2_top,anura,bufonidae,rhinella,yunga,rhinella_margaritifera,adult,left,0.0169405,0.325932,0.346888,0.364819,0.298404,0.300317,0.700722,0.363527,0.90831,0.978682,1.6,0.828,0.724,0.353,0.311,,iodine,dice_ct,subfossorial,terrestrial ,somewhat certain,AmphibiaWeb (2020),cathemeral,AmphibiaWeb (2020),somewhat certain,"eyes are sort of squishy, not the most reliable measure",NMNH,Dr_Molly_Womack
MVZ45489,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,adult,left,1.99403,8.10081,1.67698,1.7506,1.54243,1.49828,0.806174,0.225648,0.960526,0.945753,2.3,2.2,1.9,1.4,1.41,60,unstained,micro_ct,fossorial,fossorial ,certain,AmphibiaWeb (2020); Fouquette 2005 (Amphibian Declines); Dodd 2013,nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
MVZ45489,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,adult,right,1.96933,7.87968,1.6662,1.73775,1.52414,1.50301,0.85135,0.176465,0.967329,0.964245,2.3,2.2,1.9,1.46,1.43,60,unstained,micro_ct,fossorial,fossorial ,certain,AmphibiaWeb (2020); Fouquette 2005; Dodd 2013,nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
USNM299690,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,adult,right,1.0856,5.19436,1.34455,1.49281,1.23541,,0.78847,0.285042,0.906767,0.983406,,,,,,,iodine,dice_ct,fossorial,fossorial ,certain,AmphibiaWeb (2020); Fouquette 2005; Dodd 2013,nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
USNM299690,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,adult,left,1.07871,5.08851,1.36487,1.42379,1.25042,,0.804887,0.228747,0.958213,0.99961,,,,,,,iodine,dice_ct,fossorial,fossorial ,certain,AmphibiaWeb (2020); Fouquette 2005; Dodd 2013,nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
ku_kuh_340897_M10730-16155,anura,microhylidae,rhombophryne,nilevina,rhombophryne_nilevina,adult,left,14.3432,29.7616,3.32618,3.3868,2.83409,2.82196,0.720207,0.29858,0.973915,0.959237,4.9,5,4,3,2.64,,unstained,micro_ct,fossorial,fossorial ,certain,Lambert et al (2017),unknown,Obscured - Lambert et al (2017),,,MorphoSource,
ku_kuh_340897_M10730-16155,anura,microhylidae,rhombophryne,nilevina,rhombophryne_nilevina,adult,right,14.4241,29.9742,3.32961,3.34951,2.84618,2.77001,0.732363,0.28464,0.976783,0.956008,5.5,5,4,3,2.52,,unstained,micro_ct,fossorial,fossorial ,certain,Lambert et al (2017),unknown,Obscured - Lambert et al (2017),,,MorphoSource,
USNM57451,anura,microhylidae,rhombophryne,testudo,rhombophryne_testudo,adult,right,1.635,6.90756,1.51107,1.58697,1.503,1.45849,0.956802,0.102543,0.937975,0.971639,NA,NA,NA,NA,NA,,unstained,micro_ct,fossorial,fossorial ,certain,AmphibiaWeb (2020),unknown,Obscured - Lambert et al (2017),,eye not visible,NMNH,Dr_Molly_Womack
MVZ51767,anura,scaphiopodidae,scaphiopus,holbrookii,rana_holbrookii,adult,left,37.5283,56.4512,4.46365,4.56918,3.89657,3.83248,0.775967,0.260001,0.953647,0.960248,7,5.6,4.6,3.56,3.4,55.1,unstained,micro_ct,ground-dwelling,terrestrial ,certain,AmphibiaWeb (2020); Degani (2015); Cogãlniceanu et al. (1998),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
MVZ51767,anura,scaphiopodidae,scaphiopus,holbrookii,rana_holbrookii,adult,right,35.5764,55.0859,4.37388,4.53961,3.81118,3.78159,0.750999,0.302451,0.928829,0.949624,6.7,5.6,4.6,3.81,3.36,55.1,unstained,micro_ct,ground-dwelling,terrestrial ,certain,AmphibiaWeb (2020); Degani (2015); Cogãlniceanu et al. (1998),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
BMNH1908.2.14.15,anura,bufonidae,schismaderma,carens,schismaderma_carens,adult,right,37.4774,57.0415,4.44086,4.52412,3.78684,3.75624,0.683031,0.317917,0.998611,0.949451,7.1,6.2,3.9,4.2,3.53,73.95,iodine,dice_ct,ground-dwelling,terrestrial ,certain,Du Preez and Carruthers (2006),cathemeral,Du Preez and Carruthers (2006) - cathemeral; Anderson and Wiens (2017) - diurnal,certain,"cornea broken, approximate axial length measure using eyelid. Lens receded significantly",BMNH,Dr_David_Gower
BMNH1908.2.14.15,anura,bufonidae,schismaderma,carens,schismaderma_carens,adult,left,37.2737,56.147,4.43558,4.60932,3.742,3.73809,0.683232,0.33606,0.971764,0.961078,7.4,5.9,4.8,4.44,3.8,73.95,iodine,dice_ct,ground-dwelling,terrestrial ,certain,Du Preez and Carruthers (2006),cathemeral,Du Preez and Carruthers (2006) - cathemeral; Anderson and Wiens (2017) - diurnal,certain,"cornea broken, approximate axial length",BMNH,Dr_David_Gower
MVZ176318,anura,hylidae,scinax,hayii,hyla_hayii,adult,right,12.432,27.8425,3.14605,3.20861,2.71776,2.68402,0.751434,0.280969,0.956878,0.932115,5.3,4.4,3.7,2.82,2.35,41.7,unstained,micro_ct,scansorial,terrestrial ,certain,Haddad et al. (2013),nocturnal,Haddad et al. (2013),certain,,NMNH,Dr_Molly_Womack
MVZ176318,anura,hylidae,scinax,hayii,hyla_hayii,adult,left,12.5712,27.7703,3.12278,3.21912,2.7357,2.69793,0.774655,0.242553,0.977786,0.9415,5.1,4.2,3.6,2.87,2.35,41.7,unstained,micro_ct,scansorial,terrestrial ,certain,Haddad et al. (2013),nocturnal,Haddad et al. (2013),certain,,NMNH,Dr_Molly_Womack
MVZ61731,anura,scaphiopodidae,spea,intermontana,spea_intermontana,adult,right,33.6498,57.2026,4.36982,4.40956,3.79759,3.78282,0.761203,0.253023,0.981311,0.881165,6.5,4.5,4,3.91,3.58,52.6,unstained,micro_ct,ground-dwelling,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
MVZ61731,anura,scaphiopodidae,spea,intermontana,spea_intermontana,adult,left,33.5994,57.3459,4.26064,4.57059,3.88949,3.84369,0.799962,0.241902,0.947667,0.878084,6.5,NA,4,4.17,3.55,52.6,unstained,micro_ct,ground-dwelling,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,Anderson and Wiens (2017),certain,cornea broken,NMNH,Dr_Molly_Womack
UF-H-20069,anura,dicroglossidae,sphaerotheca,breviceps,sphaerotheca_breviceps,adult,right,31.2967,50.9769,4.13568,4.35975,3.74297,,0.828056,0.244431,0.912461,0.942127,,,,,,,unstained,micro_ct,subfossorial,terrestrial ,certain,Daniels (2005),nocturnal,Anderson and Wiens (2017),certain,,MorphoSource,
UF-H-20069,anura,dicroglossidae,sphaerotheca,breviceps,sphaerotheca_breviceps,adult,left,32.4463,53.0156,4.2145,4.41924,3.78085,,0.815007,0.246214,0.924883,0.927948,,,,,,,unstained,micro_ct,subfossorial,terrestrial ,certain,Daniels (2005),nocturnal,Anderson and Wiens (2017),certain,,MorphoSource,
USNM281587,anura,telmatobiidae,telmatobius,culeus,cyclorhamphus_culeus,adult,right,18.7317,35.6805,3.57991,3.66575,3.3391,3.38196,0.929413,0.158231,0.9057,0.955954,8.59,8.1,7.24,3.34,3.47,,unstained,micro_ct,aquatic,aquatic,certain,AmphibiaWeb (2020),cathemeral,Munoz-Saravia et al. (2018),certain,small lens relative to eye ,NMNH,Dr_Molly_Womack
USNM281587,anura,telmatobiidae,telmatobius,culeus,cyclorhamphus_culeus,adult,left,18.4822,34.9444,3.39436,3.62466,3.35354,3.37661,0.920749,0.136972,0.937311,0.967407,8.69,8.3,7.04,3.54,3.59,,unstained,micro_ct,aquatic,aquatic,certain,AmphibiaWeb (2020),cathemeral,Munoz-Saravia et al. (2018),certain,small lens relative to eye ,NMNH,Dr_Molly_Womack
CAS-H-11270,anura,telmatobiidae,telmatobius,hauthali,telmatobius_hauthali,adult,right,20.8168,38.6449,3.68287,3.79765,3.0929,,0.6977,0.330667,0.959342,0.946967,,,,,,,unstained,micro_ct,aquatic,aquatic,somewhat certain,IUCN (2020),nocturnal,Barrionuevo (2008) ,uncertain,,MorphoSource,
CAS-H-11270,anura,telmatobiidae,telmatobius,hauthali,telmatobius_hauthali,adult,left,20.1573,38.1593,3.77806,3.76378,3.0872,,0.645212,0.372221,0.972981,0.938653,,,,,,,unstained,micro_ct,aquatic,aquatic,somewhat certain,IUCN (2020),nocturnal,Barrionuevo (2008) ,uncertain,,MorphoSource,
USNM306959,anura,arthtoleptidae,trichobatrachus,robustus,trichobatrachus_robustus,adult,left,44.0654,61.944,4.61241,4.7899,4.40931,4.44059,0.942919,0.141076,0.91092,0.973981,8.45,7.09,5.7,4.04,3.8,83,unstained,micro_ct,semi-aquatic,semi-aquatic,certain,Jones (1971),unknown,,,,NMNH,Dr_Molly_Womack
USNM306959,anura,arthtoleptidae,trichobatrachus,robustus,trichobatrachus_robustus,adult,right,41.0468,59.6484,4.4856,4.75973,4.17394,4.12943,0.9,0.151672,0.887031,0.964729,8.58,7.14,5.57,4.25,3.86,83,unstained,micro_ct,semi-aquatic,semi-aquatic,certain,Jones (1971),unknown,,,,NMNH,Dr_Molly_Womack
UF-H-13474-4,anura,hylidae,triprion,petasatus,triprion_petasatus,adult,left,12.1388,26.5363,3.00817,3.04579,2.70538,2.67749,0.789479,0.214921,0.994426,0.962561,4.8,4.7,3.9,2.83,2.56,,iodine,dice_ct,scansorial,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,Anderson and Wiens (2017); JWS pers. Obs.,certain,,MorphoSource,
UF-H-13474-4,anura,hylidae,triprion,petasatus,triprion_petasatus,adult,right,12.0336,26.2915,2.99124,3.03508,2.7011,2.70158,0.792907,0.216964,0.987551,0.965901,4.7,4.8,3.9,2.83,2.54,,iodine,dice_ct,scansorial,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,Anderson and Wiens (2017); JWS pers. Obs.,certain,,MorphoSource,
DG_frog_1_01,anura,myobatrachidae,uperoleia,marmorata,uperoleia_marmorata,adult,left,2.98891,10.663,1.91386,2.0908,1.64004,1.63155,0.715546,0.381309,0.864642,0.941049,3.4,3.3,2.9,2,1.51,,unstained,micro_ct,unknown,unknown,,,unknown,,,"lenses seemed affected by preservation, eyes barely visible",BMNH,Dr_David_Gower
DG_frog_1_01,anura,myobatrachidae,uperoleia,marmorata,uperoleia_marmorata,adult,right,2.89916,10.531,1.93402,2.03677,1.60951,1.61493,0.67681,0.383177,0.911368,0.93368,3.2,3,2.8,1.93,1.54,,unstained,micro_ct,unknown,unknown,,,unknown,,,"lenses seemed affected by preservation, eyes barely visible",BMNH,Dr_David_Gower
CAS-H-131222,anura,pipidae,xenopus,laevis,xenopus_laevis,adult,left,0.65441,3.73796,1.14475,1.19916,1.09552,,0.911672,0.159725,0.921686,0.975176,,,,,,,unstained,micro_ct,aquatic,aquatic,certain,Crayon 2005,cathemeral,Behangana et al. 2009,certain,,MorphoSource,
CAS-H-131222,anura,pipidae,xenopus,laevis,xenopus_laevis,adult,right,0.654467,3.75222,1.11696,1.1844,1.09743,,0.929176,0.132209,0.933936,0.971526,,,,,,,unstained,micro_ct,aquatic,aquatic,certain,Crayon 2005,cathemeral,Behangana et al. 2009,certain,,MorphoSource,
CAS-H-155669,anura,pipidae,xenopus,muelleri,xenopus_muelleri,adult,right,3.62791,11.7626,2.0259,2.1009,1.89162,,0.915384,0.163763,0.913536,0.970699,,,,,,,unstained,micro_ct,aquatic,aquatic,certain,AmphibiaWeb (2020),cathemeral,AmphibiaWeb (2020),certain,,MorphoSource,
CAS-H-155669,anura,pipidae,xenopus,muelleri,xenopus_muelleri,adult,left,3.69482,11.9268,1.99318,2.10493,1.96113,,0.955858,0.109778,0.931333,0.969071,,,,,,,unstained,micro_ct,aquatic,aquatic,certain,AmphibiaWeb (2020),cathemeral,AmphibiaWeb (2020),certain,,MorphoSource,
BMNH1977.1533,anura,pipidae,xenopus,victorianus,xenopus_victorianus,adult,right,1.44281,6.39317,1.49918,1.52894,1.36576,1.33235,0.780002,0.229628,0.987654,0.965847,3.7,3.5,2.7,1.35,1.36,71.61,iodine,dice_ct,aquatic,aquatic,certain,AmphibiaWeb (2020),unknown,,somewhat certain,,BMNH,Dr_David_Gower
BMNH1977.1533,anura,pipidae,xenopus,victorianus,xenopus_victorianus,adult,left,1.3726,6.22883,1.48905,1.52115,1.28727,1.29359,0.74988,0.276399,0.964956,0.958899,3.5,3.2,2.1,1.33,1.3,71.61,iodine,dice_ct,aquatic,aquatic,certain,AmphibiaWeb (2020),unknown,,somewhat certain,,BMNH,Dr_David_Gower
MVZ82711,anura,hemisotidae,hemisus,marmoratus,hemisus_marmoratus,adult,left,1.1998,5.72714,1.41279,1.4579,1.33827,1.30691,0.896415,0.131243,0.969146,0.953422,2.62,2.35,1.83,1.18,1.22,,unstained,micro_ct,fossorial,fossorial ,certain,Barbour and Loveridge (1928); AmphibiaWeb (2020),cathemeral,Anderson and Wiens (2017),certain,,MorphoSource,
MVZ82711,anura,hemisotidae,hemisus,marmoratus,hemisus_marmoratus,adult,right,1.17836,5.59983,1.43843,1.44828,1.30058,1.30991,0.870302,0.147836,0.979159,0.963448,2.54,2.2,1.74,1.3,1.19,,unstained,micro_ct,fossorial,fossorial ,certain,Barbour and Loveridge (1928); AmphibiaWeb (2020),cathemeral,Anderson and Wiens (2017),certain,,MorphoSource,
USNM254922,anura,microhylidae,uperodon,systoma,rana_systoma,adult,left,9.75054,23.1267,2.83404,2.93079,2.55459,2.61843,0.808174,0.23172,0.950637,0.954383,4.92,4.49,3.7,2.66,2.44,,unstained,micro_ct,fossorial,fossorial ,certain,Chanda (2002),nocturnal,Nocturnal - Garg et al (2018); obscured -Chanda (2002),uncertain,,MorphoSource,
USNM254922,anura,microhylidae,uperodon,systoma,rana_systoma,adult,right,9.51695,22.6523,2.81665,2.92497,2.49987,2.44502,0.74995,0.277934,0.96282,0.958745,4.91,4.35,3.44,2.71,2.43,,unstained,micro_ct,fossorial,fossorial ,certain,Chanda (2002),nocturnal,Nocturnal - Garg et al (2018); obscured -Chanda (2002),uncertain,,MorphoSource,
BMNH1940.4.1.87,anura,telmatobiidae,telmatobius,culeus,cyclorhamphus_culeus,adult,right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.61,8.49,7.13,4.03,3.85,,unstained,micro_ct,aquatic,aquatic,certain,AmphibiaWeb (2020),cathemeral,Munoz-Saravia et al. (2018),certain,unable to measure lens due to technical issues,BMNH,Dr_Jeff_Streicher
BMNH1940.4.1.87,anura,telmatobiidae,telmatobius,culeus,cyclorhamphus_culeus,adult,left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.62,8.46,7.47,4.02,3.94,,unstained,micro_ct,aquatic,aquatic,certain,AmphibiaWeb (2020),cathemeral,Munoz-Saravia et al. (2018),certain,unable to measure lens due to technical issues,BMNH,Dr_Jeff_Streicher
BMNH1940.4.1.60,anura,telmatobiidae,telmatobius,culeus,cyclorhamphus_culeus,adult,left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95,NA,3.89,2.37,2.28,,unstained,micro_ct,aquatic,aquatic,certain,AmphibiaWeb (2020),cathemeral,Munoz-Saravia et al. (2018),certain,"broken cornea, unable to measure lens due to technical issues",BMNH,Dr_Jeff_Streicher
BMNH1940.4.1.60,anura,telmatobiidae,telmatobius,culeus,cyclorhamphus_culeus,adult,right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08,NA,4.18,2.36,2.28,,unstained,micro_ct,aquatic,aquatic,certain,AmphibiaWeb (2020),cathemeral,Munoz-Saravia et al. (2018),certain,"broken cornea, unable to measure lens due to technical issues",BMNH,Dr_Jeff_Streicher
Lens_replica,,,lens,replica,,artificial,,3.30961,11.019,2.03225,2.0336,1.58714,,0.618882,0.381146,0.999955,0.974671,,,,,,,,,,,,,,,,,Blender,
Sphere,,,sphere,,,artificial,,5.91191,16.031,2.28926,2.29396,2.26665,,0.997725,0.00232336,0.999952,0.986298,,,,,,,,,,,,,,,,,Blender,
USNM167018,anura,centrolenidae,centrolene,geckoideum,centrolene_geckoidea,repeat,left,19.2864,36.5586,3.59514,3.70262,3.13738,3.03446,0.729093,0.304263,0.95425,0.951326,,,,,,,,,,,,,,,,,,
USNM167018,anura,centrolenidae,centrolene,geckoideum,centrolene_geckoidea,repeat,right,17.9892,34.6945,3.47286,3.62096,3.07675,3.0583,0.77498,0.261447,0.952997,0.956969,,,,,,,,,,,,,,,,,,
USNM167018,anura,centrolenidae,centrolene,geckoideum,centrolene_geckoidea,repeat,left,18.9323,35.702,3.58847,3.65657,3.06624,3.05476,0.7174,0.305703,0.967797,0.96219,,,,,,,,,,,,,,,,,,
USNM167018,anura,centrolenidae,centrolene,geckoideum,centrolene_geckoidea,repeat,right,18.6904,35.4547,3.56225,3.69907,3.09608,3.01766,0.750361,0.291279,0.944507,0.960629,,,,,,,,,,,,,,,,,,
USNM167018,anura,centrolenidae,centrolene,geckoideum,centrolene_geckoidea,repeat,right,18.3571,35.2331,3.58543,3.62862,3.03624,3.08083,0.743699,0.259851,0.995227,0.955145,,,,,,,,,,,,,,,,,,
USNM167018,anura,centrolenidae,centrolene,geckoideum,centrolene_geckoidea,repeat,left,19.186,36.0385,3.56434,3.67626,3.0881,3.02663,0.71588,0.314835,0.957094,0.961699,,,,,,,,,,,,,,,,,,
USNM167018,anura,centrolenidae,centrolene,geckoideum,centrolene_geckoidea,repeat,right,18.0714,34.9346,3.49088,3.63501,3.07562,3.02242,0.775295,0.278803,0.930222,0.953287,,,,,,,,,,,,,,,,,,
USNM167018,anura,centrolenidae,centrolene,geckoideum,centrolene_geckoidea,repeat,left,18.7646,35.6491,3.55311,3.6606,3.09055,3.02475,0.705929,0.313064,0.973094,0.957919,,,,,,,,,,,,,,,,,,
USNM167018,anura,centrolenidae,centrolene,geckoideum,centrolene_geckoidea,repeat,left,18.8033,35.6558,3.51625,3.63772,3.11248,3.08652,0.721159,0.304434,0.964512,0.959056,,,,,,,,,,,,,,,,,,
USNM167018,anura,centrolenidae,centrolene,geckoideum,centrolene_geckoidea,repeat,right,18.1154,34.6515,3.44087,3.63786,3.08546,3.02705,0.765431,0.267707,0.956706,0.962635,,,,,,,,,,,,,,,,,,
USNM299711,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,repeat,right,0.165733,1.50093,0.710167,0.783846,0.701028,,0.932167,0.147685,0.914337,0.972145,,,,,,,iodine,dice_ct,fossorial,fossorial ,certain,AmphibiaWeb (2020); Fouquette 2005; Dodd 2013,nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
USNM299711,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,repeat,left,0.164098,1.4963,0.722035,0.747644,0.687967,,0.874415,0.142761,0.980356,0.968727,,,,,,,iodine,dice_ct,fossorial,fossorial ,certain,AmphibiaWeb (2020); Fouquette 2005; Dodd 2013,nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
USNM330649,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,repeat,right,0.138969,1.29327,0.681588,0.714209,0.646832,0.630487,0.852321,0.210533,0.926256,1.00325,,,,,,,,,,,,,,,,,,
USNM330649,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,repeat,left,0.141772,1.32218,0.699943,0.718633,0.644919,0.625252,0.78687,0.227971,0.981139,0.994458,,,,,,,,,,,,,,,,,,
USNM330649,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,repeat,left,0.15234,1.37807,0.715332,0.74498,0.662754,0.640387,0.78697,0.216557,0.995518,1.00097,,,,,,,,,,,,,,,,,,
USNM330649,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,repeat,right,0.149651,1.3719,0.696445,0.735384,0.669693,0.653402,0.859274,0.192668,0.939551,0.993604,,,,,,,,,,,,,,,,,,
USNM330649,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,repeat,left,0.161771,1.44821,0.722937,0.762657,0.669405,0.653065,0.787303,0.235478,0.971064,0.991411,,,,,,,,,,,,,,,,,,
USNM330649,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,repeat,right,0.159158,1.42669,0.705218,0.746644,0.680331,0.664433,0.86815,0.184916,0.938875,0.995497,,,,,,,,,,,,,,,,,,
USNM330649,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,repeat,left,0.154953,1.39734,0.722937,0.742185,0.662754,0.646134,0.786301,0.228614,0.981031,0.998429,,,,,,,,,,,,,,,,,,
USNM330649,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,repeat,right,0.152075,1.38942,0.697168,0.735384,0.674581,0.65414,0.856732,0.198811,0.93517,0.991646,,,,,,,,,,,,,,,,,,
USNM330649,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,repeat,left,0.150371,1.33258,0.707637,0.738784,0.666079,0.65241,0.788643,0.212264,0.948662,1.01211,,,,,,,,,,,,,,,,,,
USNM330649,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,repeat,right,0.155711,1.34519,0.714077,0.740645,0.65975,0.64746,0.866512,0.19186,0.928154,0.99879,,,,,,,,,,,,,,,,,,
